source,case_number,folio,address,request_url,final_url,page_title,http_status,result_status,failure_reason,canonical_address,list_price,est_value,beds,baths,sqft,listing_status,photo_count,elapsed_sec,screenshot_path,page_html_path,page_text_path,debugger_network_path,debugger_console_path,timestamp_utc
redfin_county,292025CA002108A001HC,2031312VU000001000030U,"606 WINTERBROOKE WAY, SUN CITY CENTER, FL- 33573",https://www.redfin.com/county/464/FL/Hillsborough-County/foreclosures,about:blank,,403,error,http 403,,,,,,,,0,11.499,,logs/market_bakeoff/20260211_215445/redfin_county/292025CA002108A001HC_2031312vu000001000030u.html,logs/market_bakeoff/20260211_215445/redfin_county/292025CA002108A001HC_2031312vu000001000030u.txt,logs/market_bakeoff/20260211_215445/redfin_county/292025CA002108A001HC_2031312vu000001000030u_network.json,logs/market_bakeoff/20260211_215445/redfin_county/292025CA002108A001HC_2031312vu000001000030u_console.json,2026-02-12T02:54:54.486741+00:00
