source,case_number,folio,address,request_url,final_url,page_title,http_status,result_status,failure_reason,canonical_address,list_price,est_value,beds,baths,sqft,listing_status,photo_count,elapsed_sec,screenshot_path,debugger_network_path,debugger_console_path,timestamp_utc
realtytrac,292025CA002108A001HC,2031312VU000001000030U,"606 WINTERBROOKE WAY, SUN CITY CENTER, FL- 33573",https://www.realtytrac.com/search/?q=606%20WINTERBROOKE%20WAY%2C%20SUN%20CITY%20CENTER%2C%20FL-%2033573,https://www.realtytrac.com/search/?lat=34.525999999999996&lng=-100.2551&zoom=5,", SEARCH Homes & Investment Properties in",200,success,,,,,,,,for sale,8,5.138,logs/market_bakeoff/20260211_214249/realtytrac/292025CA002108A001HC_2031312vu000001000030u.png,,,2026-02-12T02:42:56.409820+00:00
